1.124516	1.186244	sb
1.680065	1.733741	sb
1.918924	1.986019	sb
2.018225	2.267819	mb
2.565722	2.611347	sb
2.667707	3.352078	mb
3.480901	3.666084	mb
3.912994	4.082074	mb
4.269941	4.353139	sb
4.973099	5.230745	mb
5.547434	5.783610	mb
6.057358	6.153975	mb
8.158781	8.236611	sb
8.384221	8.518411	mb
8.784109	8.912931	mb
9.122269	9.186680	sb
9.210834	9.259143	sb
9.302084	9.366495	sb
9.766383	9.903257	mb
9.999874	10.066970	sb
10.120646	10.171638	sb
10.236050	10.297777	sb
10.606415	11.588690	mb
11.886592	15.193046	h
12.613905	12.740044	mb
13.733053	13.934339	mb
14.353013	14.417425	sb
14.994444	15.058855	sb
15.131318	15.249406	mb
15.265509	16.288040	h
15.313817	15.442640	mb
15.566095	15.625139	sb
15.759330	15.821057	sb
16.014291	16.218261	mb
16.559105	16.626200	sb
16.709398	16.768442	sb
16.827486	18.598800	h
17.554798	17.688989	mb
17.917112	17.973472	sb
18.021781	18.094244	sb
18.206964	18.268691	sb
18.783983	18.869865	sb
18.936960	19.224128	mb
19.259017	19.664272	h
19.696478	19.774309	sb
20.289600	20.356695	sb
20.485518	20.627760	mb
20.791472	20.912244	mb
21.089375	21.440954	mb
21.913305	21.980400	sb
22.015290	22.071650	sb
22.111907	22.168267	sb
22.337347	22.460802	mb
22.680874	22.753337	sb
22.900947	23.037821	mb
23.201533	23.333040	mb
23.416238	23.491385	sb
23.561164	23.633627	sb
23.668516	23.732928	sb
23.781236	24.095242	mb
24.159653	24.417299	mb
24.589063	24.658842	sb
24.827922	24.903069	sbs
25.388838	25.472036	sb
25.780674	25.869240	sb
26.277179	26.355010	sb
27.874046	28.120956	mb
28.279301	28.408124	mb
28.542314	29.103230	mb
29.929844	30.004990	sb
30.268004	30.340467	sb
30.383408	30.463922	sb
30.584693	31.228808	mb
31.279800	31.784356	h
31.647482	31.784356	mb
31.829981	32.033950	mb
32.192295	32.275493	sb
32.525088	32.691484	mb
32.873983	32.924975	sb
33.043063	33.112842	sb
33.343650	33.426848	sb
33.526149	33.609347	sb
34.296402	34.615775	mb
34.959303	35.106912	mb
35.383345	35.447756	sb
35.477278	35.530954	sb
36.301208	36.370987	sb
36.497126	36.631316	sb
36.760139	36.878227	sb
37.060726	37.117086	sb
37.205651	37.280798	sb
37.519657	37.788038	mb
38.314065	38.375792	sb
38.649541	38.711269	sb
39.256082	39.317810	sb
39.736484	40.775118	mb
40.925411	41.022029	sb
41.177690	41.258204	sb
42.390771	42.479337	sb
42.559851	42.632314	sb
42.688674	43.037570	mb
43.566280	43.740728	mb
43.923227	44.027895	mb
44.323114	44.489510	mb
44.916236	44.986015	sb
45.262448	45.340278	sb
45.691857	45.761636	sb
46.110531	46.169575	sb
46.252773	46.319869	sb
46.612404	47.036446	mb
47.546370	47.624200	sb
48.676253	48.754084	sb
49.057354	49.116398	sb
49.387463	49.454558	sb
50.766941	50.885029	mb
50.925286	51.290284	mb
51.368114	51.971971	mb
52.146419	52.194728	sb
52.323550	52.828107	mb
52.892518	52.962297	sb
53.126010	53.407810	mb
53.912366	53.984829	sb
54.156592	54.223688	sb
54.242474	54.304202	sb
54.395451	54.459863	sb
54.639678	54.720192	sb
54.808758	54.964419	mb
55.160337	55.238168	sb
55.278425	55.348204	sb
55.375042	55.428718	sb
55.568276	55.646107	sb
55.772246	55.820554	sb
56.241912	56.572021	mb
56.641800	56.738417	sb
56.821615	58.464107	mb
58.549989	58.788848	mb
58.863994	58.933773	sb
58.990133	59.092118	mb
59.175316	59.288036	mb
59.475903	59.720130	mb
60.090495	60.434023	mb
60.485015	60.699720	mb
61.099608	61.147916	sb
61.435084	61.520966	sb
62.803827	63.584815	mb
63.651910	63.834410	mb
63.925659	64.094739	h
64.118893	64.180621	sb
64.406061	64.612714	mb
64.639552	65.001867	mb
65.047491	65.280983	mb
65.377600	67.564905	mb
67.889646	67.956741	sb
68.045307	68.107034	sb
68.831663	68.890707	sb
68.930964	69.156404	mb
69.607284	69.824672	mb
69.950811	70.149413	mb
70.275552	70.737168	mb
70.796211	71.885838	mb
71.952933	72.334034	mb
72.403813	72.454806	sb
72.495063	72.897634	mb
73.042560	73.136493	sb
73.238478	73.603476	mb
74.438141	74.561596	mb
74.942697	75.084939	mb
75.680745	76.222874	mb
76.367800	76.700592	mb
76.700592	78.144482	n
78.257202	78.455804	mb
78.861059	78.957676	mb
79.456865	79.529328	sb
80.245905	80.318368	sb
80.334470	80.516970	mb
81.010790	81.308693	mb
82.078947	82.462731	mb
82.685488	82.951185	mb
83.219566	83.278610	sb
83.423535	83.490630	sb
83.836842	83.941510	sb
84.510478	84.585625	sb
85.473966	87.003737	n
87.049362	87.111090	sb
88.705272	89.411114	mb
89.593613	89.676811	sb
89.966663	90.017655	sb
90.500741	90.565152	sb
90.836217	90.981143	mb
91.067025	91.177061	sb
91.201215	91.284413	sb
91.426655	91.493750	sb
92.140549	92.229114	sb
93.383152	93.471718	sb
96.284350	96.378284	sb
96.440011	96.501739	sb
96.528577	96.944568	mb
97.317617	97.889269	mb
98.055665	98.122760	sb
98.291840	98.358935	sb
98.519964	98.589743	sb
98.646103	98.710514	sb
98.796396	98.858124	sb
98.917168	98.962792	sb
99.392202	99.464665	sb
99.631061	99.703524	sb
100.108779	100.476461	mb
100.565027	101.053480	mb
101.474838	101.574139	sb
101.609029	101.786160	mb
102.371230	104.062030	mb
104.378720	104.700777	mb
105.935330	106.007792	sb
106.515032	106.914920	mb
107.065213	107.336278	mb
107.486571	107.550983	sb
107.588556	107.690541	sb
109.671192	109.826853	mb
109.985198	110.060345	sb
110.709827	110.835966	mb
110.846701	111.056038	h
111.214383	111.493499	mb
112.526766	112.736103	mb
112.765625	112.905183	mb
112.964227	113.326541	mb
113.468783	115.003922	mb
115.044179	115.178370	mb
115.213259	115.529949	mb
115.631933	115.838587	mb
115.927152	115.991564	sb
116.206269	117.019463	mb
117.400564	117.473027	sb
117.711886	117.829973	mb
118.173501	118.240596	sb
118.342581	118.428463	sb
119.088680	119.222870	mb
119.281914	119.346326	sb
119.794522	119.842830	sb
119.990440	120.052168	sb
120.438636	120.693598	mb
121.203522	121.802011	mb
122.148223	122.220686	sb
122.907741	122.980204	sb
123.138549	123.205644	sb
123.240533	123.299577	sb
123.385459	123.597480	mb
123.941008	124.010787	sb
124.107404	124.209389	mb
124.671004	124.764937	mb
126.528200	126.616766	sb
126.721434	127.038124	mb
127.271615	127.354813	sb
127.531945	127.786907	mb
127.913046	127.996244	sb
129.161017	129.281789	sb
129.681676	129.743404	sb
129.880278	130.009101	mb
130.355312	130.408989	sb
130.408989	130.559282	h
130.706891	130.889390	mb
131.396630	131.450307	sb
132.126627	132.188354	sb
132.658021	132.725116	sb
132.896880	132.963975	sb
133.742280	133.795956	sb
133.863051	133.927463	sb
134.018712	134.101910	sb
134.273674	134.327350	sb
134.432019	134.488379	sb
135.011722	135.119074	sb
136.758882	136.831345	sb
137.097042	137.284909	mb
137.394945	137.462040	sb
137.566709	137.625752	sb
137.805568	137.883398	sb
138.041743	138.119573	sb
138.178617	138.369168	mb
139.458794	139.780851	mb
140.561840	140.599413	sb
140.741655	140.808750	sb
140.983198	141.055661	sb
141.160330	141.278417	mb
141.654150	141.729297	sb
141.780290	141.884958	mb
142.142604	142.284846	h
142.303632	142.365360	sb
143.052415	143.191973	h
143.202709	143.599912	mb
143.664324	143.718000	sb
143.752890	143.825352	sb
143.951491	144.018587	sb
144.064211	145.027699	mb
145.258507	145.392697	mb
145.800636	145.870415	sb
146.128061	146.216627	sb
147.550480	147.698090	mb
148.465659	148.564960	sb
148.634739	149.056097	mb
149.378154	149.469404	sb
149.515029	149.651903	mb
149.694844	150.534876	mb
150.813992	150.886455	sb
151.007227	151.246086	mb
151.350754	151.439320	mb
151.713069	151.772112	sb
151.884832	151.957295	sb
152.443065	152.536998	sb
152.751703	152.942253	mb
154.192909	154.796766	mb
155.116139	155.212756	sb
155.776356	155.851503	sb
155.899811	156.256758	mb
156.313118	156.385581	sb
156.796204	157.193408	mb
157.598663	157.689912	sb
158.020021	158.140792	mb
158.213255	158.951303	mb
159.064023	159.930893	mb
160.032878	160.105341	sb
160.242215	160.376406	mb
160.515964	160.604530	mb
161.586804	162.018897	mb
162.013530	162.963598	h
162.990436	163.124627	mb
163.819733	163.889512	sb
164.326973	164.375282	sb
164.598038	164.850316	mb
165.357556	165.446122	sb
165.808436	166.009722	mb
166.211008	166.278103	sb
166.688726	166.801446	mb
166.962474	167.034937	sb
167.458979	167.622691	mb
167.783720	168.060152	mb
168.384893	168.454672	sb
168.545922	168.626436	sb
168.693531	168.755259	sb
169.093419	169.611394	h
169.635549	169.699960	sb
